,author,birth,death,race_eth,education,institution,birthplace,temp,country,state,city,_merge,prestigious,prestige
1876,Brit Bennett,1990,N/A,African American,Graduate,University of Michigan,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1877,Stephanie Meyer,1973,N/A,Caucasian,Undergrad ,Brigham Young University,"Hartford, CT, USA","['Hartford', ' CT', ' USA']",USA,CT,Hartford,both,False,Other
1878,Alexander Freed,1981,N/A,None,Undergrad ,Brigham Young University,,,,,,both,False,Other
1879,Karen White,1965,N/A,African American,Undergrad ,Georgia State University,,,,,,both,False,Other
1880,J. P. Delaney,,N/A,None,None,None,,,,,,both,False,Other
1881,Paul Auster,1947,N/A,American,Undergrad ,Columbia University,"Camden, NJ, USA","['Camden', ' NJ', ' USA']",USA,NJ,Camden,both,True,Top School
1882,Sarah Pinborough,1972,N/A,British,None,None,"Cardiff, Wales, UK","['Cardiff', ' Wales', ' UK']",United Kingdom,,Cardiff,both,False,Other
1883,V. E. Schwab,1987,N/A,White,None,None,"Nashville, TN, USA","['Nashville', ' TN', ' USA']",USA,TN,Nashville,both,False,Other
1884,Christina Baker Kline,1964,N/A,American,Undergrad ,Barnard College,"Camden, ME, USA","['Camden', ' ME', ' USA']",USA,ME,Camden,both,False,Other
1885,J P Delaney,,N/A,None,None,None,,,,,,both,False,Other
1886,Jessica Shattuck,1974,N/A,American,Graduate,Harvard University,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,True,Top School
1887,Fredrik Backman,1981,N/A,Swedish,Undergrad ,N/A,"Brommat, Sweden","['Brommat', ' Sweden']",Sweden,,Brommat,both,False,Other
1888,Kevin Kwan,1980,N/A,Chinese-Singaporean,Undergrad ,Wesleyan University,"Singapore, Singapore, None","['Singapore', ' Singapore', ' None']",None,,Singapore,both,False,Other
1889,Anthony Horowitz,1955,N/A,British,None,None,"St. Edmunds, Suffolk, England","['St. Edmunds', ' Suffolk', ' England']",England,,St. Edmunds,both,False,Other
1890,Mike Maden,1970,N/A,None,Undergrad ,University of California,,,,,,both,False,Other
1891,Mary Alice Monroe,1951,N/A,Caucasian,Undergrad ,University of South Carolina,"Hartsville, SC, USA","['Hartsville', ' SC', ' USA']",USA,SC,Hartsville,both,False,Other
1892,Susan Mallery,1966,N/A,Caucasian,Undergrad ,University of California,"Bellingham, WA, USA","['Bellingham', ' WA', ' USA']",USA,WA,Bellingham,both,False,Other
1893,Linda Castillo,1977,N/A,Caucasian,Undergrad ,Kent State University,"Loudonville, OH, USA","['Loudonville', ' OH', ' USA']",USA,OH,Loudonville,both,False,Other
1894,Lisa Wingate,1965,N/A,Caucasian,Undergrad ,University of North Texas,"Little Rock, AR, USA","['Little Rock', ' AR', ' USA']",USA,AR,Little Rock,both,False,Other
1895,Janelle Brown,,N/A,American,None,None,,,,,,both,False,Other
1896,Edgar Cantero,1981,N/A,None,None,None,,,,,,both,False,Other
1897,C.J. Box,1960,N/A,American,Undergrad ,University of Denver,"BPaonia, CO, USA","['BPaonia', ' CO', ' USA']",USA,CO,BPaonia,both,False,Other
1898,C J. Box,1963,N/A,American,Undergrad ,University of Wyoming,"Cheyenne, WY, USA","['Cheyenne', ' WY', ' USA']",USA,WY,Cheyenne,both,False,Other
1899,Susan Elia MacNeal,1970,N/A,American,Undergrad ,University of California,,,,,,both,False,Other
1900,Gabriel Tallent,1992,N/A,American,Undergrad ,University of California,,,,,,both,False,Other
1901,Delilah S. Dawson,1982,N/A,American,Undergrad ,University of Florida,,,,,,both,False,Other
1902,J.D. Robb,,N/A,American,None,None,,,,,,both,False,Other
1903,Celeste Ng,1980,N/A,Asian American,Graduate,Harvard University,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,True,Top School
1904,Jesmyn Ward,1977,N/A,African American,Graduate,University of New Orleans,"Burlington, VT, USA","['Burlington', ' VT', ' USA']",USA,VT,Burlington,both,False,Other
1905,Jennifer Egan,1962,N/A,American,Graduate,University of Pennsylvania,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,True,Top School
1906,Tom Hanks,1956,N/A,Caucasian,Undergrad ,California State University,"Concord, CA, USA","['Concord', ' CA', ' USA']",USA,CA,Concord,both,False,Other
1907,Marc Cameron,,N/A,None,None,None,,,,,,both,False,Other
1908,A.J. Finn,1982,N/A,White,Undergrad ,University of Connecticut,,,,,,both,False,Other
1909,Naomi Alderman,1974,N/A,British,Graduate,University College London,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
1910,Chloe Benjamin,1990,N/A,Caucasian,Undergrad ,New York University,"San Francisco, CA, USA","['San Francisco', ' CA', ' USA']",USA,CA,San Francisco,both,False,Other
1911,Karen Cleveland,,N/A,White,Undergrad ,Harvard University,,,,,,both,True,Top School
1912,Tayari Jones,1970,N/A,African American,Graduate,University of Iowa,"Decatur, GA, USA","['Decatur', ' GA', ' USA']",USA,GA,Decatur,both,False,Other
1913,Jason Fry,1973,N/A,None,None,None,"Omaha, NE, USA","['Omaha', ' NE', ' USA']",USA,NE,Omaha,both,False,Other
1914,Madeline Miller,1978,N/A,American,Graduate,Brown University,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,True,Top School
1915,Richard Powers,1957,N/A,White,Graduate,University of Massachusetts Amherst,"Evanston, IL, USA","['Evanston', ' IL', ' USA']",USA,IL,Evanston,both,False,Other
1916,Lisa Jewell,1968,N/A,British,None,None,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
1917,Daniel José Older,1974,N/A,Puerto Rican,Undergrad ,New York University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Other
1918,Jake Tapper,1969,N/A,Caucasian,Undergrad ,Dartmouth College,"Washington, D.C., USA","['Washington', ' D.C.', ' USA']",USA,D.C.,Washington,both,True,Top School
1919,Rachel Kushner,1973,N/A,American,Graduate,New York University,"San Francisco, CA, USA","['San Francisco', ' CA', ' USA']",USA,CA,San Francisco,both,False,Other
1920,Aimee Molloy,1979,N/A,None,Undergrad ,None,"Suffern, NY, USA","['Suffern', ' NY', ' USA']",USA,NY,Suffern,both,False,Other
1921,Katherine Center,1975,N/A,Caucasian,Undergrad ,University of Texas at Austin,"Austin, TX, USA","['Austin', ' TX', ' USA']",USA,TX,Austin,both,False,Top School
1922,Catherine Steadman,1982,N/A,British,Undergrad ,Duke University,,,,,,both,False,Top School
1923,Tommy Orange,1982,N/A,Native American,Undergrad ,Oakland University,"Oakland, CA, USA","['Oakland', ' CA', ' USA']",USA,CA,Oakland,both,False,Other
1924,Fatima Farheen Mirza,1995,N/A,Indian-American,Undergrad ,University of California,,,,,,both,False,Other
1925,B.A. Paris,1921,N/A,None,Undergrad ,University of Oregon,"Nobody's known, UK","[""Nobody's known"", ' UK']",United Kingdom,,Nobody's known,both,False,Other
1926,Riley Sager,1975,N/A,Caucasian,Undergrad ,University of Pennsylvania,"Burlington, NJ, USA","['Burlington', ' NJ', ' USA']",USA,NJ,Burlington,both,True,Top School
1927,Beatriz Williams,1975,N/A,Caucasian,Undergrad ,Georgetown University,"Rye, NY, USA","['Rye', ' NY', ' USA']",USA,NY,Rye,both,False,Other
1928,Naomi Novik,1973,N/A,American,Undergrad ,Brown University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,True,Top School
1929,Ottessa Moshfegh,1981,N/A,Iranian-American,Graduate,Broward College,"Boston, MA, USA","['Boston', ' MA', ' USA']",USA,MA,Boston,both,False,Other
1930,Rosie Walsh,1978,N/A,British,None,None,,,,,,both,False,Other
1931,Nico Walker,1991,N/A,White,Undergrad ,Ohio University,"Cleveland, OH, USA","['Cleveland', ' OH', ' USA']",USA,OH,Cleveland,both,False,Other
1932,Delia Owens,1949,N/A,Caucasian,Undergrad ,University of Georgia,"Montana, USA","['Montana', ' USA']",USA,MT,Montana,both,False,Other
1933,Hank Green,1980,N/A,White,Undergrad ,Eckerd College,"Birmingham, AL, USA","['Birmingham', ' AL', ' USA']",USA,AL,Birmingham,both,False,Other
1934,V.E. Schwab,1987,N/A,White,Undergrad ,Victoria University of Manchester,,,,,,both,False,Other
1935,Leonard Cohen,1934,2016,Jewish-Canadian,Undergrad ,McGill University,"Montreal, Quebec, Canada","['Montreal', ' Quebec', ' Canada']",Canada,,Montreal,both,False,Other
1936,Joseph Fink,1982,N/A,None,Undergrad ,Bryn Mawr College,,,,,,both,False,Other
1937,George R.R. Martin,1948,N/A,American,None,None,"Bayonne, NJ, USA","['Bayonne', ' NJ', ' USA']",USA,NJ,Bayonne,both,False,Other
1938,Katherine Arden,1987,N/A,American,Undergrad ,Middlebury College,"Austin, TX, USA","['Austin', ' TX', ' USA']",USA,TX,Austin,both,False,Other
1939,Marie Benedict,1972,N/A,Caucasian,Undergrad ,Boston University,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1940,Gregg Hurwitz,1973,N/A,Caucasian,Undergrad ,Harvard University,"San Francisco, CA, USA","['San Francisco', ' CA', ' USA']",USA,CA,San Francisco,both,True,Top School
1941,Alex Michaelides,1983,N/A,Greek-Cypriot,None,None,"Nicosia, Cyprus","['Nicosia', ' Cyprus']",Cyprus,,Nicosia,both,False,Other
1942,Marlon James,1970,N/A,Jamaican,Undergrad ,University of the West Indies,"Kingston, Jamaica","['Kingston', ' Jamaica']",Jamaica,,Kingston,both,False,Other
1943,Gwenda Bond,1980,N/A,White,Undergrad ,University of Iowa,,,,,,both,False,Other
1944,Tara Conklin,1980,N/A,American,Undergrad ,College of William & Mary,"Nottingham, England, UK","['Nottingham', ' England', ' UK']",United Kingdom,,Nottingham,both,False,Other
1945,Jane Harper,1980,N/A,Australian,Undergrad ,Macquarie University,"Manchester, England, UK","['Manchester', ' England', ' UK']",United Kingdom,,Manchester,both,False,Other
1946,John Kenney,,N/A,American,None,None,,,,,,both,False,Other
1947,Yangsze Choo,1977,N/A,Malaysian Chinese,Undergrad ,Barnard College,"Kuala Lumpur, Malaysia","['Kuala Lumpur', ' Malaysia']",Malaysia,,Kuala Lumpur,both,False,Other
1948,Taylor Jenkins Reid,1983,N/A,American,Undergrad ,University of California,"Mill Valley, CA, USA","['Mill Valley', ' CA', ' USA']",USA,CA,Mill Valley,both,False,Other
1949,James S.A. Corey,1976,N/A,Caucasian,Undergrad ,Colorado College,,,,,,both,False,Other
1950,Nell Freudenberger,1975,N/A,American,Graduate,University of Iowa,"Omaha, NE, USA","['Omaha', ' NE', ' USA']",USA,NE,Omaha,both,False,Other
1951,Sally Rooney,1991,N/A,Irish,Undergrad ,Trinity College Dublin,"Castlebar, County Mayo, Ireland","['Castlebar', ' County Mayo', ' Ireland']",Ireland,,Castlebar,both,False,Other
1952,Greg Weisman,1963,N/A,Caucasian,Undergrad ,Stanford University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Top School
1953,Etaf Rum,1984,N/A,Palestinian-American,N/A,N/A,,,,,,both,False,Other
1954,Ted Chiang,1967,N/A,Chinese-American,Undergrad ,Brown University,"Portland, OR, USA","['Portland', ' OR', ' USA']",USA,OR,Portland,both,True,Top School
1955,Mary Beth Keane,1977,N/A,Irish-American,Undergrad ,Barnard College,"Born in Mount Kisco, NY, USA","['Born in Mount Kisco', ' NY', ' USA']",USA,NY,Born in Mount Kisco,both,False,Other
1956,Ocean Vuong,1988,N/A,Vietnamese-American,Graduate,New York University,"Saigon, Vietnam","['Saigon', ' Vietnam']",Vietnam,,Saigon,both,False,Other
1957,Jean Kwok,1975,N/A,Chinese-American,Undergrad ,Barnard College,"Hong Kong, China","['Hong Kong', ' China']",China,,Hong Kong,both,False,Other
1958,Kristen Arnett,1983,N/A,American,Undergrad ,University of Florida,"Orlando, FL, USA","['Orlando', ' FL', ' USA']",USA,FL,Orlando,both,False,Other
1959,Taffy Brodesser-Akner,1981,N/A,White,Undergrad ,Barnard College,,,,,,both,False,Other
1960,Megan Miranda,1986,N/A,American,Undergrad ,University of Vermont,"New Jersey, USA","['New Jersey', ' USA']",USA,NJ,New Jersey,both,False,Other
1961,Claire Lombardo,1982,N/A,White,Undergrad ,University of Iowa,"Oak Park, IL, USA","['Oak Park', ' IL', ' USA']",USA,IL,Oak Park,both,False,Other
1962,Linda Holmes,1972,N/A,Caucasian,Undergrad ,University of Washington,,,,,,both,False,Other
1963,Chandler Baker,1989,N/A,White,Undergrad ,University of Florida,,,,,,both,False,Other
1964,Cristina Alger,1980,N/A,None,None,None,,,,,,both,False,Other
1965,Nancy Thayer,1943,N/A,White,Undergrad ,University of Massachusetts Amherst,"Nantucket, MA, USA","['Nantucket', ' MA', ' USA']",USA,MA,Nantucket,both,False,Other
1966,Adrian McKinty,1968,N/A,Irish,Undergrad ,University of Ulster,"Belfast, Northern Ireland","['Belfast', ' Northern Ireland']",Northern Ireland,,Belfast,both,False,Other
1967,Téa Obreht,1985,N/A,Serbian-American,Graduate,University of Southern California,"Belgrade, Serbia","['Belgrade', ' Serbia']",Serbia,,Belgrade,both,False,Other
1968,Alex North,1910,1991,American,N/A,N/A,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1969,Jonathan Cahn,1967,N/A,Jewish,Undergrad ,Messiah College,"Camden, NJ, USA","['Camden', ' NJ', ' USA']",USA,NJ,Camden,both,False,Other
1970,Lara Prescott,1986,N/A,American,Undergrad ,University of Michigan,,,,,,both,False,Other
1971,Joe Abercrombie,1974,N/A,British,None,None,"Lancaster, England","['Lancaster', ' England']",England,,Lancaster,both,False,Other
1972,Ta-Nehisi Coates,1975,N/A,African American,Undergrad ,Howard University,"Baltimore, MD, USA","['Baltimore', ' MD', ' USA']",USA,MD,Baltimore,both,False,Other
1973,Heather Morris,1970,N/A,White,Undergrad ,University of Auckland,"Durban, KwaZulu-Natal, South Africa","['Durban', ' KwaZulu-Natal', ' South Africa']",South Africa,,Durban,both,False,Other
1974,Stephen Chbosky,1972,N/A,White,Undergrad ,University of California,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1975,Leigh Bardugo,1987,N/A,Jewish,Undergrad ,Northwestern University,"Jerusalem, Israel","['Jerusalem', ' Israel']",Israel,,Jerusalem,both,False,Top School
1976,Kevin Wilson,1978,N/A,American,Graduate,University of the South,"Huntsville, AL, USA","['Huntsville', ' AL', ' USA']",USA,AL,Huntsville,both,False,Other
1977,Kiley Reid,1993,N/A,African American,Undergrad ,University of Arizona,"Phoenix, AZ, USA","['Phoenix', ' AZ', ' USA']",USA,AZ,Phoenix,both,False,Other
1978,Ann Napolitano,1970,N/A,White,Undergrad ,Barnard College,"Chicago, IL, USA","['Chicago', ' IL', ' USA']",USA,IL,Chicago,both,False,Other
1979,Liz Moore,1981,N/A,American,Graduate,Hunter College,,,,,,both,False,Other
1980,Jeanine Cummins,1974,N/A,Hispanic,Undergrad ,Bucknell University,"Akron, OH, USA","['Akron', ' OH', ' USA']",USA,OH,Akron,both,False,Other
1981,Abi Daré,1982,N/A,Nigerian,Undergrad ,University of Lagos,,,,,,both,False,Other
1982,Jenny Offill,1973,N/A,Caucasian,Graduate,Columbia University,"Burlington, VT, USA","['Burlington', ' VT', ' USA']",USA,VT,Burlington,both,True,Top School
1983,Simone St. James,,N/A,None,None,None,,,,,,both,False,Other
1984,Mary Kubica,1977,N/A,White,Undergrad ,University of Iowa,"Naperville, IL, USA","['Naperville', ' IL', ' USA']",USA,IL,Naperville,both,False,Other
1985,Sarah J. Maas,1986,N/A,White,Undergrad ,Mount Vernon Nazarene University,"Easton, PA, USA","['Easton', ' PA', ' USA']",USA,PA,Easton,both,False,Other
1986,Lily King,1963,N/A,Caucasian,Graduate,University of New Hampshire,"Eatontown, NJ, USA","['Eatontown', ' NJ', ' USA']",USA,NJ,Eatontown,both,False,Other
1987,Amanda Eyre Ward,1975,N/A,American,Undergrad ,University of California,"Charlotte, NC, USA","['Charlotte', ' NC', ' USA']",USA,NC,Charlotte,both,False,Other
1988,James McBride,1957,N/A,African American,Undergrad ,State University of New York at Oswego,"People's District, VA, USA","[""People's District"", ' VA', ' USA']",USA,VA,People's District,both,False,Other
1989,Kate Elizabeth Russell,1986,N/A,American,Graduate,University of New Hampshire,,,,,,both,False,Other
1990,Rebecca Serle,1987,N/A,White,Undergrad ,New York University,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
1991,Rae Carson,1984,N/A,White,Undergrad ,University of Arizona,"Tucson, AZ, USA","['Tucson', ' AZ', ' USA']",USA,AZ,Tucson,both,False,Other
1992,N.K. Jemisin,1972,N/A,African American,Graduate,University of Pennsylvania,"Indianapolis, IN, USA","['Indianapolis', ' IN', ' USA']",USA,IN,Indianapolis,both,True,Top School
1993,Elizabeth Wetmore,1975,N/A,None,Undergrad ,University of Texas at Austin,,,,,,both,False,Top School
1994,Veronica Roth,1988,N/A,American,Undergrad ,Northwestern University,"New York City, NY, USA","['New York City', ' NY', ' USA']",USA,NY,New York City,both,False,Top School
1995,Grady Hendrix,1975,N/A,American,Undergrad ,University of South Carolina,"Charleston, SC, USA","['Charleston', ' SC', ' USA']",USA,SC,Charleston,both,False,Other
1996,Jack Carr,1980,N/A,Caucasian,Undergrad ,United States Naval Academy,"Pittsburgh, PA, USA","['Pittsburgh', ' PA', ' USA']",USA,PA,Pittsburgh,both,False,Other
1997,Lawrence Wright,1960,N/A,American,Undergrad ,Tulane University,"Dallas, TX, USA","['Dallas', ' TX', ' USA']",USA,TX,Dallas,both,False,Other
1998,Alka Joshi,1970,N/A,Indian,Graduate,University of California,"City of Jaipur, Rajasthan, India","['City of Jaipur', ' Rajasthan', ' India']",India,,City of Jaipur,both,False,Other
1999,Lucy Foley,1986,N/A,British,N/A,N/A,"London, England, UK","['London', ' England', ' UK']",United Kingdom,,London,both,False,Other
2000,Megha Majumdar,1987,N/A,Indian,Graduate,Harvard University,"Kolkata, West Bengal, India","['Kolkata', ' West Bengal', ' India']",India,,Kolkata,both,True,Top School
2001,Connie Schultz,1957,N/A,Caucasian,Undergrad ,Kent State University,"Lima, OH, USA","['Lima', ' OH', ' USA']",USA,OH,Lima,both,False,Other
2002,Julie Clark,1970,N/A,Caucasian,Undergrad ,University of California,,,,,,both,False,Other
2003,Silvia Moreno-Garcia,1981,N/A,Mexican-Canadian,Undergrad ,University of Victoria,"Mexico City, Mexico","['Mexico City', ' Mexico']",Mexico,,Mexico City,both,False,Other
2004,Lindsay Ellis,1990,N/A,Caucasian,Undergrad ,New York University,"Saratoga Springs, NY, USA","['Saratoga Springs', ' NY', ' USA']",USA,NY,Saratoga Springs,both,False,Other
2005,Tamsyn Muir,1990,N/A,New Zealand European,Undergrad ,Victoria University of Wellington,,,,,,both,False,Other
2006,Raven Leilani,1992,N/A,African American,Undergrad ,Barnard College,"Brooklyn, NY, USA","['Brooklyn', ' NY', ' USA']",USA,NY,Brooklyn,both,False,Other
2007,Akwaeke Emezi,1987,N/A,Nigerian,Undergrad ,University of Nigeria,"Umukoro, Nigeria","['Umukoro', ' Nigeria']",Nigeria,,Umukoro,both,False,Other
2008,Fiona Davis,1976,N/A,Caucasian,Undergrad ,Barnard College,,,,,,both,False,Other
2009,Elena Ferrante,1943,N/A,Italian,None,None,"Naples, Italy","['Naples', ' Italy']",Italy,,Naples,both,False,Other
2010,Nancy Jooyoun Kim,1981,N/A,Korean American,Undergrad ,University of California,"Seoul, South Korea","['Seoul', ' South Korea']",South Korea,,Seoul,both,False,Other
2011,Ann Cleeves,1954,N/A,British,None,None,"Brampton, Cumbria, England","['Brampton', ' Cumbria', ' England']",England,,Brampton,both,False,Other
2012,Christopher Paolini,1983,N/A,American,None,None,"Los Angeles, CA, USA","['Los Angeles', ' CA', ' USA']",USA,CA,Los Angeles,both,False,Other
